RAJ2000,DEJ2000,zph,zsp,LBr,LBi,LTr,LTi,Ngal,NR200
242.43602,9.79441,0.251,7.09,8.63,24,29,14,12,
212.44801,6.30057,0.103,5.93,7.32,17.9,22.3,13,10,
26.38914,13.84644,0.27,0.24351,7.27,8.86,25.2,30.6,17,15
222.56964,25.40051,0.297,6.04,7.49,21.2,26.2,16,12,
171.31976,24.93242,0.251,6.44,8.07,26.9,33.3,14,12,
237.10483,35.9018,0.23,0.2358,6.65,8.16,26.5,32.2,20,17
7.64247,-0.4481,0.227,0.22948,6.59,7.97,30.7,37.6,21,21
195.71612,39.66854,0.273,6.42,7.89,18.7,22.7,15,11,
213.71903,0.19621,0.135,0.12396,6.56,8.09,41.7,52.1,30,33
233.2145,37.14539,0.251,0.26611,5.55,7.04,22,27.6,16,13
236.84755,18.22053,0.243,6.74,8.33,54.3,67.5,32,39,
243.61807,27.88212,0.27,6.05,7.28,23.5,28.5,19,16,
174.7656,63.03603,0.24,0.24376,6.34,7.38,20.9,25.2,13,11
242.83797,55.55232,0.235,5.99,7.31,56.5,69.3,28,31,
236.22845,6.09691,0.292,0.29013,6.38,7.79,21.2,25.5,17,13
176.88212,21.98794,0.186,7.47,9.15,23.5,29,16,11,
151.05152,57.15793,0.238,0.21624,6.47,7.93,24.6,30.3,18,16
164.08948,67.38221,0.205,0.19157,7.45,9.19,23.1,29.1,16,12
225.29484,10.70737,0.211,6.09,7.48,35.9,43.1,21,21,
177.20582,54.42549,0.232,0.22533,6.83,8.3,16.7,20.2,15,10
222.59701,23.16549,0.13,7.13,8.75,23.3,29,14,10,
231.34315,3.14235,0.243,6.11,7.63,44.2,54.7,25,25,
202.27595,6.7955,0.3,5.01,6.2,25.2,30.9,18,17,
171.79213,10.65944,0.111,5.13,6.35,21.6,27.2,22,22,
232.38644,18.33678,0.273,6.4,7.98,18.4,23.1,17,13,
187.66555,24.30049,0.248,6.55,8.05,20,24.2,14,11,
210.56784,21.89762,0.254,7.07,9.02,25.9,32,14,11,
175.53794,63.04242,0.246,0.24486,6.57,8.12,24,29.3,14,11
238.0115,25.39845,0.246,6.99,8.59,25,30.7,16,10,
150.0909,2.39125,0.227,0.22059,6.01,7.24,39.3,48.5,19,18
175.64217,41.80809,0.257,0.25222,6.06,7.37,59.3,72.5,30,36
215.44098,40.1927,0.173,0.16468,6.69,8.33,30.2,37.7,14,12
23.92095,1.05229,0.284,5.95,7.23,19,23,13,10,
254.06473,32.65417,0.162,5.73,7.09,22.7,28.8,19,18,
200.90025,4.71117,0.138,0.13288,5.82,7.27,40.7,50.1,26,29
174.62257,54.77176,0.254,0.24636,6.27,7.55,18.6,22.5,12,10
252.01569,31.39532,0.267,0.24965,6.16,7.36,37.9,46.3,18,17
181.61763,38.98169,0.297,5.43,6.86,22.5,28.2,17,16,
183.46816,-0.45553,0.278,0.2872,4.29,5.78,13.7,17.7,12,10
148.88261,3.7044,0.111,0.09086,6.42,8.1,16.4,20.8,15,11
181.03875,13.66457,0.208,0.20601,6.81,8.52,22.7,28.3,18,14
123.9348,37.15148,0.181,0.17628,7.01,8.44,43.9,53.7,24,24
219.7121,11.18935,0.254,6.4,7.95,31.1,38.1,13,11,
19.10194,-0.13349,0.178,0.17659,7.24,8.79,32.5,39.8,21,20
126.76288,21.68986,0.203,8.02,9.66,24,29.2,15,12,
180.94457,5.01508,0.3,0.2662,8.08,10.69,20.6,26.5,12,11
173.65383,28.54414,0.203,6.83,8.21,21.6,26.2,18,15,
191.24678,49.08126,0.254,0.23089,10.57,13.53,43.9,55.1,21,20
215.99269,26.72722,0.149,6.43,8.09,19,23.8,17,14,
207.38999,38.71448,0.113,5.96,7.38,30.1,37.7,19,19,
132.96613,25.97182,0.251,6.87,8.35,41.1,51.1,22,22,
56.55386,-5.56868,0.286,0.29621,5.6,7.11,19,24,12,10
134.0035,48.4862,0.124,5.3,6.65,43.3,54,28,30,
336.99164,0.12389,0.219,7.6,9.15,19.2,23.4,12,10,
189.24367,14.69521,0.265,7.04,8.59,28,34.3,14,13,
230.31542,32.08667,0.116,5.73,7.36,105.9,131.9,52,71,
129.25549,38.36809,0.289,5.83,7.26,27.3,33.8,14,10,
217.79996,23.58077,0.14,6.13,7.85,19.5,24.5,12,10,
146.71242,64.03729,0.297,5.24,6.42,28.7,35.4,17,12,
131.39247,57.522,0.27,5.51,6.97,45,56.6,22,22,
122.80579,38.15781,0.181,0.18292,6.37,7.83,35.6,44.1,17,17
209.83655,49.44756,0.111,5.86,7.11,51.5,63.4,30,38,
172.19947,12.51491,0.143,6.72,8.57,20,25.2,14,11,
232.17007,42.93827,0.278,0.27952,4.55,5.69,17.2,21.4,14,11
182.24722,49.84448,0.297,0.28328,6.96,8.79,17.7,22.5,14,10
208.57304,60.04616,0.284,0.29322,6.27,7.88,18.5,22.9,14,11
170.801,6.98264,0.257,0.23653,5.61,6.63,65.3,78,34,39
166.53809,5.14583,0.289,0.30852,5.54,6.94,18,22.3,15,10
153.40344,49.5586,0.138,0.1334,5.97,7.56,20.3,25.8,15,12
178.15191,37.54549,0.235,6.93,8.34,23,28.3,18,15,
209.95741,49.088,0.173,11.99,14.62,46.4,56.1,25,25,
119.11214,32.54229,0.216,0.20405,7.17,8.8,29.5,37,20,19
150.52122,9.04199,0.262,0.25667,6.52,7.82,32.7,39.8,21,19
201.3751,49.69478,0.178,0.17803,6.25,7.75,71.6,88.9,37,46
137.30635,53.15539,0.257,5.06,6.64,28,36,23,23,
250.63192,37.02791,0.278,0.25464,6.61,8.19,23.2,28.1,13,10
250.14701,31.32068,0.278,0.26677,7.65,9.36,16.4,19.7,15,10
226.38836,16.7329,0.157,7.27,8.9,19.1,23.8,15,11,
218.56396,-0.96926,0.219,0.21879,6.82,8.28,16.8,20.4,14,11
144.65736,22.54916,0.265,4.59,6.06,16.3,21.2,14,10,
336.50226,-9.84704,0.238,0.2419,6.43,7.98,16.4,20,15,10
176.03629,47.17522,0.243,0.22734,6.85,8.36,23.6,29,15,12
156.29716,19.96058,0.219,7.46,9.31,25.2,31.2,15,13,
158.85017,33.08751,0.189,6.83,8.38,13.1,16,13,10,
173.58043,33.69896,0.227,7.13,8.58,32.2,39.3,19,18,
202.00414,-2.37737,0.257,0.25527,6.89,8.26,20.2,24.8,14,11
196.29032,24.8405,0.254,6.24,7.52,17.2,21.3,15,10,
162.9193,10.99635,0.216,0.21262,5.52,6.93,23,28.7,14,13
200.57947,44.54315,0.262,0.27569,10.91,13.47,37.6,46.3,22,22
171.50675,25.48858,0.122,5.32,6.71,63.4,78.9,40,50,
172.52108,1.58041,0.284,0.26575,5.61,7.62,22.2,28.8,15,12
198.19737,4.71089,0.238,0.22668,7.4,9,24.5,30,16,12
144.97872,12.46313,0.184,0.17922,6.35,7.91,27.5,34.3,20,20
244.03031,51.47852,0.3,0.30034,5.66,7.27,15.9,20.1,12,10
324.17023,11.47866,0.267,0.25952,6.14,7.43,26.3,32.4,19,16
190.81533,21.53812,0.238,5.2,6.64,17.1,21.4,14,11,
141.74859,54.37666,0.13,0.12456,5.62,7.2,41.8,53,29,31
149.49815,19.26939,0.105,4.91,6.62,25.8,32.5,22,22,
30.37631,14.65204,0.235,0.24828,7.1,8.91,40.7,50.6,26,27
179.51015,44.17662,0.289,0.29341,5.04,6.22,31.8,39.3,18,17
190.86749,64.06432,0.3,5.7,6.96,23.5,29,13,12,
228.9421,2.59906,0.122,5.74,7.48,30.3,38.7,23,23,
193.04278,57.04468,0.232,0.23575,6.3,7.93,25.2,32,17,14
257.45082,32.00393,0.27,0.26519,5.39,6.59,16.7,20.9,15,11
138.21568,30.38828,0.224,8.08,10.29,21.7,26.9,13,10,
131.19625,37.79548,0.254,0.24029,6.04,7.64,36.8,45.4,19,18
208.20074,6.84326,0.213,6.44,7.9,21.8,26.4,17,16,
143.87624,9.27139,0.127,0.11932,5.68,6.99,30.3,37.6,21,21
211.61584,12.01515,0.257,6.04,7.55,49.3,60.3,25,25,
179.56161,8.82902,0.3,0.30465,4.83,6.05,34.7,43.7,22,22
139.45142,41.62832,0.3,0.30235,6.03,7.5,22.6,27.9,15,11
128.38044,5.07559,0.211,0.20192,6.07,7.65,26,31.9,21,19
168.59857,44.20508,0.289,0.28608,6.36,7.89,19.2,23.9,13,10
216.83611,6.87601,0.246,6.09,7.49,18.8,23.3,13,11,
189.78094,53.24065,0.219,0.20111,7.02,8.76,32.1,39.8,19,18
186.15469,0.21948,0.273,0.26272,5.98,7.43,20,25,14,10
167.46233,1.77888,0.203,0.20871,5.85,7.32,15.6,19.4,14,11
226.20542,18.91782,0.294,9.54,11.42,26.1,31.8,11,11,
155.53233,-0.01564,0.289,0.30727,5.06,6.45,21.3,26.5,16,14
146.27237,10.0234,0.157,0.14098,7.47,9.16,37.8,46.5,22,22
197.28869,60.25887,0.257,0.24693,7.35,8.81,28.1,34,13,11
123.07659,40.62287,0.275,0.25195,7.16,8.78,28,33.8,13,10
257.67517,32.90885,0.254,0.24335,5.77,6.99,39.5,48.5,23,23
185.44575,7.80654,0.135,5.57,7,87.5,109.1,47,63,
199.25181,58.15584,0.205,0.19823,6.98,8.59,35.9,43.5,20,18
164.54593,47.44608,0.224,0.21519,5.78,7.34,28.5,35.1,19,19
226.02486,3.47964,0.259,0.27051,5.11,6.36,32.9,40.7,16,14
156.76445,35.15742,0.127,6.69,8.32,19.3,24.1,15,13,
239.20211,48.49943,0.265,0.25878,6.43,7.9,34.1,42.3,22,22
147.63847,3.39193,0.27,0.26009,6.35,7.89,22.7,28.5,14,12
9.02233,0.15825,0.262,4.84,5.86,27.9,33.7,16,15,
162.48725,30.71264,0.257,6.14,7.61,45.2,55.2,25,25,
193.31913,27.49922,0.289,5.52,6.92,21,26.4,16,14,
249.01758,27.30808,0.135,5.99,7.15,22.8,27.8,18,16,
337.82947,-7.85175,0.27,0.27414,4.91,6.35,19.6,24.6,13,10
200.99925,42.26063,0.251,0.26374,6.89,8.73,23.2,28.3,12,10
124.28403,41.09816,0.259,6.42,7.77,42.6,52.3,22,22,
208.99714,29.86266,0.251,6.85,8.51,26.3,32.4,16,16,
245.15507,42.38081,0.267,0.26751,5.87,7.5,47.6,59,26,28
173.06557,33.9522,0.248,4.82,6.1,12.4,15.2,15,11,
201.01604,41.55147,0.219,0.20574,5.67,7.05,26.5,32.3,13,10
165.7441,28.99269,0.254,7.06,9.2,22.2,27.9,13,12,
162.23037,31.32923,0.122,6.26,7.76,16.8,20.8,10,10,
206.32029,-1.94045,0.154,0.14992,6.66,8.38,40.8,51.5,26,28
203.35224,10.8414,0.227,0.22263,5.86,7.24,23,28.3,13,11
179.18967,9.55495,0.227,0.24082,5.95,7.23,51.6,63.8,28,32
167.32278,35.79326,0.297,4.88,6.18,33.3,41.8,23,23,
127.10403,24.78916,0.257,6.54,8.04,22.6,27.3,11,10,
223.39174,45.20761,0.178,0.17527,6.72,8.18,49.1,60.3,34,36
323.87137,0.26828,0.119,0.07046,10.27,12.63,28.5,35,14,12
189.91048,6.44561,0.146,7.5,9.27,29.3,35.9,15,14,
242.1345,52.15585,0.122,0.1258,5.36,6.67,14.4,17.8,14,10
219.39073,-0.97746,0.265,0.28486,6.5,8.08,21.7,26.9,17,13
187.79487,46.58397,0.257,0.23848,5.59,6.92,21.9,26.8,16,12
188.01393,31.4638,0.292,5.27,6.39,24.1,29.8,19,18,
243.59827,21.91672,0.224,5.89,7.4,22.2,27.3,16,12,
118.01912,25.6958,0.265,0.28195,5.64,7.17,19.5,24.5,16,14
170.22086,45.55591,0.138,7.16,8.58,24.5,29.4,17,14,
229.98174,19.38785,0.251,5.86,7.12,34.6,42.2,25,25,
220.47534,24.82783,0.289,6.35,7.63,22.4,27.3,15,11,
141.29155,11.4752,0.254,0.25878,4.55,5.81,37.6,47.4,23,24
180.60854,31.76779,0.211,7.18,8.77,26.7,32.2,21,19,
150.10796,0.23356,0.216,0.22079,5.63,6.95,33.8,41.9,21,21
144.40771,19.98569,0.167,7.92,9.75,21.5,26.4,17,14,
126.77253,37.81147,0.205,0.20645,5.38,6.9,18.7,23.4,14,14
342.52801,0.85393,0.186,0.17426,6.79,8.1,29.5,36.2,22,22
144.26503,8.46144,0.286,0.28522,5.37,6.42,38,46.6,19,18
149.83653,1.29859,0.119,0.09945,6.2,8.04,16.7,21.5,13,10
206.5377,53.82463,0.138,0.13289,6.38,7.87,25.3,31,16,15
200.82854,66.32524,0.197,0.1841,6.93,8.49,16.3,20,11,10
147.99288,3.117,0.235,0.2609,5.67,6.96,21,25.9,15,12
190.13269,48.55711,0.284,0.27586,5.86,7.31,33,41.3,21,19
167.73131,12.10109,0.286,6.51,8.16,47.7,59.1,23,23,
196.00151,1.38379,0.213,0.21143,6.77,8.39,23.5,28.8,17,15
234.97021,-1.89909,0.149,6.14,7.59,17.9,22,15,11,
192.98003,-2.42221,0.238,0.22326,6.87,8.58,36.2,44.9,22,22
338.10497,-8.23005,0.2,0.19347,6.83,8.63,25.1,31.4,16,16
160.68147,31.76579,0.273,6.53,7.84,20.6,24.9,12,11,
181.3429,5.16151,0.135,0.13564,5.65,7.18,23.3,29.3,16,15
210.59552,2.80959,0.235,0.24738,5.91,7.14,34.5,41.8,23,23
219.28174,19.13085,0.197,6.51,7.83,37.4,46,26,29,
219.86992,2.76872,0.151,0.14423,7.48,9.38,17,21.2,13,13
218.25432,32.90407,0.251,5.7,7.21,26.8,33.6,19,18,
140.07555,28.82712,0.289,4.97,6.18,21.3,27,14,12,
226.10522,47.15271,0.273,4.4,5.64,62,78,33,44,
130.23012,54.27941,0.211,0.18215,8.56,10.12,26.3,32.1,12,12
188.31969,19.48066,0.23,5.03,6.46,15,19,13,11,
188.02611,10.86308,0.221,0.22233,6.61,8.28,28.4,35.2,19,17
162.65218,-2.60451,0.17,6.32,8.27,50.7,63.8,32,37,
215.87046,16.41043,0.23,5.48,6.2,46,55.3,26,31,
333.29356,-0.64571,0.192,6.97,8.42,19.6,23.9,13,11,
145.53136,27.80059,0.265,6.14,7.58,18.6,23.2,16,14,
246.53878,14.49842,0.275,4.85,6.12,15,19.1,18,13,
185.5002,15.79353,0.216,6.42,7.66,24.4,29.9,17,14,
226.56584,10.20222,0.176,6.47,8.03,54.6,67.2,32,41,
141.03682,-0.10192,0.248,0.22508,6.4,7.9,33.9,41.9,17,16
180.89012,11.10158,0.257,0.28881,4.68,5.85,17.3,21.3,13,10
155.69412,55.70321,0.267,0.25642,6.84,8.16,31.3,38.6,17,13
181.29986,10.43501,0.254,0.27714,6.57,8.11,30.7,38.5,17,17
179.9245,25.82896,0.227,5.03,6.14,36.2,43.9,27,29,
160.51834,26.57492,0.286,5.49,6.85,21.7,27,16,12,
174.96393,55.83187,0.27,0.3037,4.58,5.69,22.4,27.7,16,14
145.63261,37.65826,0.297,0.29313,5.44,6.72,19,23.3,11,10
346.49448,-10.31123,0.281,0.30491,5.35,6.63,43.6,53.7,26,30
214.35197,58.41368,0.289,0.27325,6.11,7.56,28,34.1,17,15
7.39905,15.71689,0.135,6.28,8,18.1,23.4,16,13,
223.78994,59.95699,0.3,5.87,6.84,29.7,35.7,19,17,
252.02053,44.35934,0.189,0.17548,7.54,9.29,16.6,20.2,15,10
206.46036,21.58405,0.219,7.91,9.4,19.4,23.5,14,13,
134.84763,52.85183,0.23,0.21843,6.03,7.5,18.7,22.8,15,11
221.2713,45.94393,0.17,7.15,8.54,18.8,22.8,11,10,
181.97369,14.93319,0.254,5.28,6.34,63.7,77.5,31,35,
201.67883,49.04592,0.267,0.27958,5.63,7.09,64.3,79.6,35,38
162.07589,14.64658,0.27,5.59,6.81,47.7,57.4,31,36,
187.86247,43.05556,0.273,0.29053,4.81,5.9,30.3,38,20,18
182.71528,12.0409,0.2,0.19419,6.86,8.51,20.2,24.5,13,10
54.71805,-6.82895,0.219,0.21196,8.05,9.81,22.7,28,13,11
185.4104,-1.03405,0.262,0.26271,6.23,7.75,24.3,30,13,10
241.84077,28.85162,0.127,5.96,7.21,25.3,30.6,17,14,
141.11039,41.42874,0.151,0.14365,6.6,8.38,25.6,32.3,16,14
210.48558,23.34596,0.27,12.76,14.92,37.8,44.3,16,11,
123.22079,45.27356,0.211,0.19594,7.97,9.51,28,33.9,15,12
178.72509,33.68186,0.221,5.87,7.09,19.1,23.2,12,12,
233.59187,5.00871,0.194,7.75,9.36,18.8,23,13,10,
261.23306,32.55346,0.23,6.53,7.86,40.6,49.7,22,22,
227.89842,0.09834,0.219,0.21688,5.85,7.3,20.3,25.5,13,11
189.52552,42.38865,0.294,0.30024,6.02,7.62,15,18.9,13,10
137.85536,27.02772,0.221,5.5,6.71,22.8,27.8,15,11,
215.90675,61.21751,0.24,0.23027,6.5,8.02,18.5,22.7,15,13
208.30377,-0.49808,0.275,0.29015,6.05,7.42,17,21.4,12,10
174.55285,22.36099,0.189,6.65,8.21,26.9,33,20,19,
123.39295,27.39985,0.265,0.28593,4.26,5.75,19.5,25.2,16,14
191.22706,31.63934,0.246,5.17,6.46,27.1,32.9,17,13,
162.41915,42.62141,0.27,0.26349,5.52,6.85,21.3,26.6,11,10
195.99883,27.19317,0.24,5.91,7.15,20.3,25,15,11,
201.70292,54.2672,0.265,5.87,7.35,22.2,27.3,16,14,
359.90965,-10.12871,0.286,0.30421,4.56,5.79,15.8,19.9,13,11
141.90393,31.63629,0.176,6.32,7.82,37.6,46,22,22,
133.84962,1.83143,0.254,0.2618,5.12,6.43,23.4,29.2,20,17
130.42652,0.47727,0.216,0.20981,6.09,7.39,18.7,23.1,16,13
191.1935,22.9184,0.176,6.8,8.27,26.3,32.5,20,19,
236.54322,48.81638,0.119,6.22,7.73,17.1,21.5,16,13,
5.47232,0.05611,0.289,0.2869,5.61,6.96,14.8,18.3,15,10
182.34331,65.52305,0.205,0.20428,5.86,7.17,24.5,30.3,17,15
129.84266,28.88876,0.27,0.26535,5.72,7.09,37.4,46.5,20,20
338.0284,0.8638,0.248,0.25545,6.53,8.13,13.6,16.8,15,10
189.42775,21.42887,0.257,5.89,7.24,43.8,54.5,26,27,
129.94901,49.18906,0.146,0.14814,6.03,7.8,15.1,19.2,15,10
128.85471,33.15348,0.251,0.25228,6.08,7.41,30.3,37.3,14,12
228.41777,22.63347,0.2,7.78,9.41,19.5,23.5,12,10,
223.02683,44.54303,0.286,0.28311,6.24,7.64,66.9,80.6,30,36
227.3249,29.42428,0.224,5.36,6.78,14.9,18.7,14,12,
202.42963,32.08566,0.27,5.4,6.92,37.1,46.7,20,20,
248.59561,24.17012,0.216,0.19541,7.51,8.95,50.2,60.7,31,35
189.38296,31.44889,0.265,6.36,7.47,25,29.6,14,11,
253.26127,42.63792,0.262,0.27047,6.58,7.95,20.2,24.7,17,15
197.8531,28.56176,0.227,5.89,7.29,23.6,29.3,18,16,
170.01152,50.53781,0.278,0.25758,7.12,8.46,53.7,64.3,25,26
223.60479,19.17314,0.122,5.47,6.85,26.2,32.8,20,19,
118.01819,31.83638,0.289,6.6,7.79,23.6,27.9,14,12,
227.6717,33.51785,0.284,0.27804,4.87,6.05,17.3,21.3,15,11
154.93764,6.81872,0.27,0.28966,4.81,6.06,18.9,24.1,17,14
126.00193,24.01853,0.273,5.7,7.04,27.5,33.8,14,12,
27.2831,13.31113,0.167,0.16017,6.24,7.96,45.4,58.2,26,30
205.26901,37.12364,0.2,5.64,6.85,14.2,17.5,13,10,
227.21019,-2.55185,0.235,0.22226,5.07,6.4,20.9,26,16,10
192.2839,28.2725,0.235,6.58,8.51,25.4,31.6,15,14,
142.21105,30.90636,0.292,6.18,7.52,24.8,29.8,15,15,
117.33138,25.95673,0.284,0.28327,5.72,7.34,24,30,14,14
193.7264,45.95212,0.265,0.27854,6.07,7.05,20.9,25.1,17,13
203.60668,21.16693,0.13,7.26,8.85,28.4,35.3,17,15,
178.80559,30.12467,0.17,7.88,9.57,24,29.6,15,11,
115.74805,45.484,0.132,0.09404,8.18,10.15,18.9,23.7,13,10
199.51639,45.51697,0.189,0.18552,8.02,9.83,24.2,30,16,12
215.64237,11.92093,0.297,4.99,6.28,19.1,23.6,15,12,
247.93328,50.14108,0.3,5.34,6.54,23.7,29.7,17,14,
226.51206,53.1854,0.146,0.14468,6.06,7.74,41.8,52.4,30,35
143.75264,11.21519,0.197,0.17924,8.63,10.4,26.4,31.8,18,15
160.81845,43.17207,0.286,0.3113,5.09,6.41,22.3,28,17,14
246.09814,25.13011,0.135,8.15,10.12,28.9,35.7,18,14,
163.12161,11.75948,0.219,0.21948,6.29,7.72,36.5,44.9,23,25
190.35531,-1.97578,0.151,0.15311,5.92,7.31,24.7,30.4,17,16
135.00065,32.71492,0.257,0.26817,4.75,5.93,13.4,16.8,13,10
200.30753,3.16549,0.257,0.26967,4.82,5.98,36.6,46.4,23,23
203.68062,32.82977,0.221,5.62,6.76,22.9,27.6,17,16,
121.17434,52.37579,0.278,5.98,7.38,28.8,35.7,22,22,
146.56334,57.89842,0.184,0.1809,6.43,8.06,20.6,25.6,17,15
140.26349,35.4946,0.289,0.27687,5.98,7.14,20.5,25.3,15,13
195.38591,46.56745,0.219,0.20547,11.02,13.98,26.4,32.7,14,10
196.65869,31.78717,0.165,5.86,7.45,64.1,80,36,44,
196.46752,8.53796,0.162,5.36,6.58,16,20,15,11,
130.86058,25.43139,0.257,5.4,6.55,19.2,23.4,12,10,
149.12403,51.00179,0.235,0.24052,7.01,9.08,21.1,26.5,17,14
122.8311,17.17543,0.262,5.93,7.13,35.6,43.9,21,21,
157.55019,38.09228,0.116,0.09936,5.53,6.98,32.7,40.7,18,14
191.80413,23.45752,0.257,6.3,7.85,26.7,32.8,17,14,
155.65903,19.46805,0.2,7.33,9.03,18.8,23.2,15,12,
26.11337,13.9259,0.208,0.19922,5.01,6.41,38.3,47.3,27,29
251.79414,22.7058,0.13,0.12434,5.81,7.41,22.4,28.3,15,13
238.22191,-0.13252,0.292,0.27433,6.73,8.75,16.9,21.1,13,10
119.21678,19.24211,0.265,5.93,7.42,24,29.5,15,13,
145.54531,5.59481,0.235,0.2187,6.7,8.15,47.3,58,26,31
334.50636,-9.62558,0.216,0.21522,6.56,8.03,16.3,19.7,13,10
225.61417,11.28567,0.167,5.82,7.32,39.6,49.2,29,33,
207.19955,36.1502,0.246,5.82,7.36,21.9,27.4,16,15,
178.97502,10.90577,0.235,0.22548,5.24,6.38,21.4,26.1,15,13
242.63219,55.80608,0.243,6.02,7.46,22.5,27.9,16,12,
198.09862,0.32729,0.297,0.29657,5.92,7.45,20.5,25.9,15,11
176.68298,51.20677,0.281,0.27925,5.14,6.48,40.3,50.2,24,25
173.17566,44.82871,0.116,5.22,6.42,35,43.3,27,27,
159.78891,-0.78774,0.103,0.09512,5.2,6.53,10.5,13,13,10
180.26619,33.2155,0.13,9.27,11.51,21.1,26.6,12,10,
186.10274,1.73334,0.246,6.28,7.93,31.3,39.1,17,14,
214.81772,11.32733,0.3,5.7,7.06,16.3,20.6,13,11,
223.22079,15.89869,0.294,4.9,5.95,20.5,25.1,15,11,
197.66865,57.14634,0.238,0.24943,6.03,7.39,18.2,22.2,16,12
146.19756,51.10372,0.219,0.21502,6.18,7.56,54.2,65.8,27,31
234.74854,33.62102,0.2,0.19447,6.03,7.44,70.8,87.5,35,42
176.91299,25.48609,0.116,5.2,6.33,74.7,91.1,46,57,
201.79834,3.02152,0.221,0.21617,5.77,7.22,38.8,48.1,22,22
204.43569,15.02428,0.281,5.81,6.8,17.3,20.9,16,10,
221.74388,17.05377,0.265,5.9,7.26,40.2,49.3,25,26,
338.81865,12.80824,0.232,0.22082,6.24,7.39,31.1,37.8,18,17
199.29687,29.32054,0.292,5.91,7.59,27.6,35,16,13,
329.58997,0.15497,0.289,0.29139,5.71,6.75,26.1,31.3,14,12
185.94397,16.15546,0.248,6.42,7.84,20.8,26.1,14,11,
160.67144,56.41187,0.213,0.20421,7.9,9.53,34.5,41,16,15
191.2428,61.31018,0.224,0.23032,5.26,6.44,25.2,31.2,17,14
140.15833,35.52273,0.227,0.22439,5.52,6.95,21.3,26.8,14,12
8.04673,-0.66669,0.227,0.21483,6.7,8.28,26.1,32,16,14
180.12074,39.95363,0.24,6.7,7.78,29.2,34.4,18,17,
244.50246,23.06504,0.254,6.63,8.26,37.9,46.7,23,24,
243.54047,26.64788,0.186,5.31,6.59,74.7,92.8,36,58,
171.55147,40.09163,0.2,7.08,8.65,25.2,31.1,16,14,
197.86309,34.9825,0.284,5.04,6.09,25.2,30.9,19,17,
171.45714,7.51274,0.213,0.23642,5.49,6.79,14.8,18.5,13,10
201.01216,55.77914,0.257,0.26636,5.33,6.71,20.8,26.3,13,12
234.2524,38.42392,0.227,7.55,9.31,23.9,28.9,13,10,
228.56119,23.45233,0.105,5.49,6.87,23.6,29.5,15,15,
220.32109,58.80325,0.265,0.26366,5.77,7.01,40.6,50.8,24,24
201.09206,25.95055,0.3,4.93,6.07,36.6,45.5,25,25,
193.75017,25.54222,0.216,6.3,8.1,30.1,37.1,21,21,
179.14079,37.95386,0.227,6.61,8.18,18.6,23.3,13,11,
121.81094,15.45007,0.108,4.81,6.08,38.6,48.3,26,26,
258.14984,29.27024,0.208,0.20116,6.77,8.1,48.5,59.7,24,25
1.5481,-10.47209,0.235,0.22022,5.6,7.04,73.5,90.5,35,43
33.46377,0.46741,0.189,0.18195,7.21,8.85,33.6,41,24,25
218.4356,49.80249,0.2,0.19743,6.52,7.82,27.2,33,18,16
203.72257,44.866,0.154,6.68,8.36,26.2,32.6,21,21,
135.82469,3.46185,0.211,0.19274,7.87,9.63,26.5,32.1,18,18
218.78962,49.91693,0.192,0.19774,5.47,6.7,41.4,51.3,29,32
246.76371,26.02635,0.238,5.69,6.71,29.2,35,21,21,
166.32713,50.80126,0.127,0.11753,6.22,7.77,22.9,28.8,14,11
203.82343,67.17375,0.184,0.1831,6.24,7.72,30,37.4,20,20
29.49684,-0.72428,0.184,0.18655,6.07,7.66,58.5,72.5,29,37
182.17185,10.12683,0.113,0.11491,5.2,6.35,17.8,21.9,14,10
247.41307,25.33065,0.251,6.49,7.88,31.6,38.9,22,22,
122.37604,21.21303,0.284,6.85,8.16,23.2,28.5,13,11,
138.88726,54.4272,0.238,0.22031,6.57,8.18,37.1,46.1,23,23
173.40799,5.72014,0.259,0.26421,5.61,7.08,33.4,41.3,20,19
154.68921,39.24984,0.151,0.14794,6.4,8.05,18,22.5,15,11
193.5172,45.96132,0.278,0.25218,5.77,7.21,25,30.8,16,12
143.55232,12.00419,0.284,0.27058,6.53,8.03,25.5,31.4,15,15
188.2528,54.24763,0.273,0.27575,5.63,6.9,24.3,30,13,11
243.55172,34.4231,0.281,4.5,5.51,16.7,20.1,13,11,
235.12256,8.08447,0.127,5.84,7.46,23.5,29.1,14,14,
166.94831,11.8644,0.265,0.24634,6.59,8.36,20.1,25.3,12,10
236.71046,9.43305,0.227,7.9,9.81,18.6,22.8,15,10,
195.56897,52.59961,0.275,0.24818,7.29,8.83,23.8,28.3,15,12
135.47079,44.03144,0.262,0.26217,6.79,8.39,22.8,28.2,15,13
244.06483,43.93318,0.238,0.25164,6.2,7.58,28.4,34.9,16,14
232.07893,2.69157,0.294,0.31135,5.42,6.56,17.2,21,14,10
196.17181,66.59301,0.227,0.28863,6.96,9.06,15.9,20.3,15,10
240.97065,12.72677,0.232,6.26,7.74,21,25.4,16,14,
246.73008,48.09964,0.273,0.27795,5.82,7.1,14.6,17.7,12,10
234.12422,-1.96341,0.138,0.1445,5.66,6.83,110.4,135.4,50,76
191.68026,15.51987,0.284,5.33,6.83,23.6,29.2,14,12,
169.57523,29.10365,0.259,7.45,8.99,27.7,33.8,17,16,
174.14252,50.3001,0.3,0.33825,4.87,6.08,22.1,27.6,16,15
