RAJ2000,DEJ2000,zph,zsp,LBr,LBi,LTr,LTi,Ngal,NR200
115.84593,46.39125,0.238,5.47,6.66,18.5,22.7,14,14,
150.94703,12.91906,0.248,0.25705,4.91,6.04,16.3,20.1,14,10
340.04557,14.03126,0.278,0.27187,4.54,5.81,18.7,23.2,15,13
146.05861,29.20431,0.108,4.8,5.85,17.2,21.7,18,15,
188.60527,14.48743,0.243,4.49,5.62,29.5,36.2,21,21,
237.6126,10.98474,0.3,4,4.99,40,50.1,26,28,
242.47392,18.09053,0.149,5.34,6.63,25.3,30.9,18,16,
240.04757,37.62156,0.3,0.30281,4.37,5.5,21.5,26.6,19,17
246.17224,25.32823,0.138,5.51,6.87,33.1,41.1,21,20,
133.97528,37.09942,0.103,0.08868,4.26,5.23,18.6,23.2,15,14
215.34841,19.11961,0.194,6.25,7.62,23.4,28.3,12,12,
208.76171,24.41102,0.146,5.77,7.15,39.9,49.2,27,28,
234.34303,24.96339,0.224,3.98,4.96,18.1,22.4,16,14,
195.43793,52.06402,0.27,3.66,4.52,23.6,29.2,21,20,
218.67928,8.21472,0.284,4.76,5.87,24.6,30.6,16,14,
335.86236,0.89391,0.23,0.23964,4.62,5.8,13.7,17.2,13,10
204.97563,16.00552,0.265,5.09,6.26,20.8,25.9,12,11,
218.75323,6.52702,0.13,5.54,6.89,22.3,27.7,15,14,
159.38164,13.07136,0.281,0.28798,3.92,4.92,16.3,19.8,13,12
143.81348,25.00603,0.278,5.07,6.2,13.9,17,14,10,
114.27778,46.36257,0.14,5.28,6.68,21.8,27.8,16,12,
168.13392,44.96528,0.297,4.53,5.49,15,18.3,13,10,
151.71753,59.44966,0.262,6.03,7.66,29,35.6,16,15,
206.51093,38.73142,0.297,4.77,5.76,32,39.1,22,21,
3.56167,-9.24102,0.192,0.17946,6.37,7.79,17.6,21.5,14,10
209.42647,1.00314,0.17,0.16762,5.38,6.82,16.4,20.5,13,12
180.63339,10.25412,0.27,0.26918,6.08,7.3,18.1,21.9,13,10
188.82271,-1.47809,0.3,0.30287,5.82,7.91,18,23.2,15,10
167.25211,61.39846,0.3,0.26483,5.99,7.49,22.8,28.3,16,12
230.81951,1.47364,0.219,4.43,5.53,15.4,18.9,17,14,
131.41907,56.7942,0.254,5.14,6.47,21.6,27,16,12,
151.3013,48.64907,0.176,0.15432,5.33,6.76,20,24.6,16,11
24.70974,-10.3088,0.127,0.12666,5.02,6.3,12.9,16.1,11,10
123.49394,27.63906,0.251,0.23796,4.99,6.05,48.8,59.9,28,29
328.40729,0.38575,0.224,0.21748,5.48,6.68,27.9,34.2,19,16
214.10257,5.55074,0.259,5.35,6.38,29.4,35.1,17,15,
199.00228,43.69426,0.103,0.09628,4.6,5.8,13.9,17.6,18,13
196.23635,60.09554,0.27,5.18,6.21,24.6,29.6,14,13,
191.01436,47.90477,0.281,3.65,4.62,23.4,29.6,19,16,
201.4022,31.17254,0.246,5.29,6.41,29.1,35.6,16,16,
186.96172,2.06873,0.262,0.2311,5.49,6.75,14.5,17.8,15,10
125.41338,33.76212,0.284,5.53,6.81,18.2,22.6,15,12,
147.31345,0.89717,0.216,0.21782,5.14,6.4,16.5,20.2,15,14
115.38233,34.89389,0.248,4.21,5.11,33.1,40.5,23,25,
209.4206,28.76313,0.294,5.04,5.95,18,22,14,10,
150.71712,18.74865,0.297,4.66,5.56,22.2,26.6,14,10,
142.51675,7.64642,0.213,4.89,6.01,35.4,43.3,27,27,
211.50764,12.16647,0.238,4.08,4.99,19.8,24.1,18,16,
136.25136,53.90501,0.297,3.97,5.15,24,30.5,16,10,
232.97829,25.25951,0.178,5.88,7.32,22.7,28,16,13,
232.6197,15.34338,0.143,5.26,6.52,19.5,24.1,13,10,
170.2088,30.78529,0.265,4.94,5.95,16.8,20.2,14,10,
217.82547,4.31684,0.108,0.10965,4.52,5.66,13.3,16.7,13,13
32.44705,-9.01737,0.203,0.20468,5.42,6.81,17.8,21.9,12,11
176.02773,2.78753,0.265,0.28199,4.81,6.19,20,24.8,17,15
140.16161,0.89896,0.278,5.37,6.48,23.6,29,14,13,
222.42906,14.66559,0.151,5.47,6.94,26.1,32.7,18,17,
188.08494,24.86954,0.286,5.3,6.25,24.5,29.7,16,14,
170.21976,27.08744,0.284,4.83,5.99,25.8,32.1,16,15,
172.5174,-1.04951,0.116,4.15,5.3,11.8,14.8,12,10,
233.77728,23.93682,0.143,5.69,6.83,14.5,17.6,15,11,
230.66907,19.32936,0.211,5.23,6.56,23.4,29.5,18,15,
191.05494,57.33158,0.254,0.2525,5.02,6.14,18.3,22.5,13,10
223.32821,57.37393,0.27,0.27768,5.08,6.39,34.3,43,23,24
185.41224,-0.3707,0.27,4.1,5.11,30.4,37.2,17,16,
213.94426,-0.99177,0.132,0.14922,5.12,6.31,28.2,35.4,20,20
151.86692,34.46104,0.151,6.03,7.43,17.2,21.4,12,10,
311.95049,-0.05992,0.273,0.25717,6.58,7.91,22.2,27,16,13
220.98855,25.27602,0.116,4.49,5.57,20.6,25.7,15,14,
212.50339,13.41315,0.278,7.03,8.43,24.1,29.2,13,10,
234.068,14.34547,0.138,6.04,7.67,34.1,42.3,22,22,
133.33692,24.81167,0.267,5.5,6.69,18.7,22.9,15,12,
179.00867,9.7032,0.243,4.65,5.53,14.7,17.9,14,10,
137.5399,31.47616,0.267,0.27114,4.61,5.71,19.3,23.8,16,13
127.78982,41.79395,0.14,0.13198,5.15,6.4,16.7,20.9,17,15
180.62687,1.25459,0.251,5.25,6.17,27.1,32.9,15,14,
214.17615,55.51512,0.149,4.92,6.55,15.8,20.1,13,10,
217.81102,19.80561,0.275,4.36,5.44,32,39.3,22,22,
186.17128,12.06873,0.27,0.25442,5.55,6.83,24,29.6,17,15
28.35247,-1.10503,0.243,4.64,5.7,35.6,43.1,21,21,
116.1404,49.62882,0.227,5.01,6.41,24.5,30.6,20,19,
157.21007,6.00338,0.262,0.23692,5.93,7.29,19.4,23.8,15,11
1.97578,14.55668,0.227,0.20325,5.85,7.04,23.7,28.6,16,14
149.83538,30.6971,0.186,5.69,7.02,38.4,47.3,25,28,
195.89079,45.64282,0.23,0.23571,4.61,5.67,26.6,32.5,16,15
154.60218,43.52578,0.138,0.13813,4.37,5.39,26,32.2,23,23
199.32591,14.80326,0.203,0.20384,6.01,7.24,15.6,18.9,14,11
114.35937,45.29473,0.135,5.68,7.06,18.8,23.7,17,16,
194.91408,7.72068,0.297,4.47,5.67,37.1,47,25,27,
127.33515,58.442,0.119,5.29,6.87,24.1,30.9,14,11,
154.1275,56.29244,0.257,0.23319,5.89,7.16,27.2,33,21,19
138.10171,29.00337,0.138,6.04,7.39,35.3,44.1,21,21,
315.14616,-6.37308,0.135,0.13457,4.88,6.05,18.6,22.9,15,13
198.44436,64.4835,0.219,0.21707,5.57,6.74,52.6,64.2,28,34
353.8799,-0.88884,0.267,0.29732,4.7,5.87,19.7,24.3,16,14
213.02737,29.61906,0.257,5.1,6.46,14.2,18.3,12,10,
216.62811,34.72513,0.227,0.21044,5.9,7.08,18.6,22.5,14,12
176.29512,42.43772,0.184,0.15779,4.27,5.52,9.9,12.6,13,10
152.81291,2.93316,0.254,0.22411,5.46,6.54,31.2,37.3,20,18
196.0904,10.87404,0.149,5,6.21,19.3,23.9,15,13,
20.66566,14.36172,0.227,0.19829,4.94,6.13,14.8,18.5,13,12
160.52593,12.9926,0.281,3.82,4.92,21.9,27.8,19,18,
208.47922,39.12105,0.221,0.21503,5.26,6.26,24.2,29.3,19,17
134.56353,50.88419,0.192,0.18257,5.83,7.25,30.1,37.8,20,20
245.16961,29.86922,0.173,5.81,7.14,20.6,25.5,15,12,
123.10629,21.37596,0.281,4.16,5.38,15.9,19.9,13,11,
187.45806,22.4368,0.246,4.44,5.39,24.3,30,18,15,
189.08928,19.86962,0.216,4.69,5.75,53.9,65.5,29,36,
219.33155,18.01101,0.108,4.44,5.46,14.4,17.9,15,12,
150.77574,69.93448,0.257,5.39,6.78,18.5,22.6,11,11,
226.70982,8.50835,0.257,6.23,7.46,21.8,26.7,15,12,
120.02078,38.59612,0.284,4.07,5.04,17.9,22.7,12,10,
222.18015,42.71937,0.197,0.17466,6.98,8.71,21.4,26.6,13,10
190.61475,59.32871,0.292,5.07,6.62,15,19.3,14,10,
233.76878,41.71419,0.122,4.28,5.41,16.3,20.3,15,15,
212.08718,51.71636,0.27,0.28529,4.37,5.43,19.8,24.7,17,14
157.62883,13.22407,0.203,0.19745,6.19,7.46,25.2,30.7,18,16
195.20616,8.21676,0.3,4.47,5.53,41.4,51.4,22,22,
206.39226,62.18656,0.23,0.22938,5.21,6.59,15.3,18.8,13,11
352.41574,15.81099,0.238,0.22884,6.1,7.43,19.2,24.1,16,13
127.96275,37.15697,0.203,0.19509,6.33,7.84,35.2,44.3,21,21
122.95384,26.2603,0.278,0.26431,5.15,6.22,29.5,35.5,20,19
144.80406,25.91364,0.224,5.6,7.06,13.4,16.8,14,11,
118.93144,21.13711,0.262,0.25928,5.48,6.75,21.3,27,11,10
183.78918,25.80628,0.219,5.75,6.88,30.7,37.2,21,21,
5.17251,-1.17619,0.192,0.19509,5.45,6.62,24.7,30.5,16,14
189.12732,55.05651,0.281,4.2,4.93,20.3,24.5,14,11,
15.87963,-0.99216,0.248,0.25652,4.18,5.28,26.6,33.3,21,20
184.27144,61.13293,0.259,0.26556,3.66,4.7,19.7,24.9,16,13
142.62053,-2.24712,0.235,5.36,6.46,47.9,58.7,25,26,
196.09385,23.06968,0.251,4.81,6.16,32.5,40.7,20,18,
172.37216,59.49641,0.176,0.18158,5.16,6.62,13.8,17.4,10,10
221.04621,13.23523,0.111,3.91,4.91,22.7,28.2,20,19,
181.96962,30.12579,0.246,5.23,6.54,20.3,25.1,16,14,
173.66901,29.8713,0.219,5.29,6.91,22.5,28.4,12,12,
177.18292,13.61101,0.246,0.24915,5.5,7,36.2,44.2,19,18
27.52614,-0.06117,0.211,0.20781,5.59,6.8,17.7,21.9,14,11
180.94678,2.4935,0.173,0.16429,6.05,7.65,17.8,22.6,16,13
348.14827,0.152,0.127,0.11743,5.41,6.6,19.1,23.5,11,10
188.95501,33.4812,0.289,4.38,5.57,12.3,15.4,14,10,
177.06186,-1.93194,0.178,0.1685,4.53,5.54,15.4,18.8,13,12
130.38335,-2.05548,0.219,5.24,6.53,32.5,39.9,20,16,
222.80787,47.18424,0.259,0.24846,4.56,5.64,19.7,23.9,17,14
175.75549,-0.78675,0.284,5.05,6.19,26.7,31.8,16,15,
117.81786,20.72493,0.284,0.26546,5.21,6.48,14.2,17.6,12,10
136.1219,9.56863,0.27,0.28602,5.4,6.8,16.5,20.9,12,11
327.09031,-7.86747,0.138,0.1311,5.29,6.55,28.2,35,20,20
136.49054,19.20239,0.105,3.9,4.98,14.4,18.2,16,13,
165.03666,9.90862,0.284,0.29119,4.43,5.38,20.5,25.7,15,15
229.00574,2.01675,0.111,4.38,5.84,38.2,48.4,27,30,
131.26941,9.56388,0.208,0.20789,4.7,5.86,18.8,23.2,13,13
127.18221,41.76113,0.246,0.22795,5.53,6.7,22.6,27.7,15,12
150.99254,12.2653,0.24,0.24423,3.72,4.65,21.8,27.3,17,15
200.24995,54.40558,0.292,4.36,5.16,14.3,17.3,12,10,
180.88098,9.40535,0.227,0.21006,7.31,8.95,17.8,22,13,10
173.22071,28.96012,0.146,5.32,6.58,20.5,25.3,15,12,
139.3945,27.64592,0.257,7.55,8.96,17,20.4,13,10,
328.70773,0.93071,0.208,0.21082,6.22,7.73,75.8,94.8,38,48
199.38933,43.96951,0.211,0.1945,5.81,7.1,26.7,32.2,16,12
147.38667,6.75404,0.292,0.2292,9.09,10.56,55.9,64.8,23,23
186.55475,2.5523,0.23,0.22202,5.32,6.52,17.7,21.8,14,10
205.43002,32.21939,0.27,5.4,6.65,19.7,24.3,12,10,
211.80586,23.84549,0.243,4.61,5.96,28.6,35.8,15,15,
231.31826,45.75095,0.24,5.66,6.73,25.1,30.7,15,15,
178.08185,36.2412,0.281,5.75,6.93,20.1,25,11,10,
191.18983,14.6321,0.284,0.27172,4.9,6.1,17.3,21.3,12,10
136.34598,33.10322,0.184,0.17778,5.74,7,22.6,27.6,20,17
151.23893,9.47269,0.265,0.26012,4.26,5.24,33.3,41,23,24
179.86439,50.05212,0.238,0.23532,6.32,7.64,21.9,27.1,16,15
147.09862,29.10714,0.262,4.49,5.59,17.2,21.4,14,10,
249.44164,21.05269,0.219,0.21095,5.77,7.16,32.9,41.1,21,21
193.66898,28.53643,0.297,5.86,7.38,20.4,24.9,11,10,
156.46766,12.37508,0.151,0.14248,5.17,6.58,15.6,19.5,17,13
152.52961,42.49507,0.257,0.23265,5.98,7.17,22.9,28.3,13,11
215.54158,62.84728,0.127,0.12525,6.1,7.53,33.8,41.5,22,22
144.16907,3.67474,0.257,0.26659,4.85,6.04,27,34.1,13,13
151.77054,9.1068,0.265,4.1,5.03,26.1,31.7,17,16,
225.47315,27.25113,0.281,5.37,6.57,24.8,30.7,20,17,
140.82844,24.96892,0.181,5.29,6.61,18.7,23.8,14,12,
221.67573,3.93528,0.262,0.26912,4.65,5.84,22.1,27.6,17,16
213.49091,61.98734,0.254,0.25621,4.81,6.03,19.3,24,17,13
146.48144,21.93284,0.27,5.06,6.36,22.6,28,16,13,
137.253,61.01124,0.284,5.52,6.89,21,26.4,16,14,
169.20364,46.78359,0.3,4.54,5.49,38.6,47.1,29,31,
218.05487,5.51611,0.103,4.28,5.36,16.5,20.6,17,15,
134.07193,53.22359,0.103,4.3,5.46,12.8,15.9,13,10,
143.89358,29.93619,0.289,3.96,5.06,22.4,27.7,14,10,
118.7045,29.84853,0.294,0.29317,4.02,5.03,19.3,24,13,11
180.61716,58.69263,0.13,0.12683,4.73,5.68,22.7,27.8,19,16
134.27404,1.59144,0.262,0.26088,5.27,6.66,19.6,25,15,12
162.13693,7.12384,0.248,0.23757,5.4,6.57,29.2,36.4,16,14
163.67525,11.60743,0.154,0.15018,5.81,7.3,16.8,20.7,12,10
183.81569,28.84214,0.2,9.82,11.95,36.5,44.3,19,18,
134.26572,50.46891,0.203,0.18161,6.2,7.65,20.1,25.6,14,11
204.36904,53.06855,0.167,0.16662,5.53,6.62,15.7,19.2,14,11
179.38326,30.99017,0.292,4.47,5.55,16.2,20.1,13,10,
140.54655,2.78694,0.219,0.21092,5.46,6.58,16.8,20.8,13,11
34.67479,0.11375,0.257,0.27185,4.49,5.38,25.9,31.8,20,18
225.80144,12.19865,0.17,5.06,6.27,23.5,29.4,22,22,
221.29635,28.53477,0.192,5.3,6.64,13.9,17.3,11,11,
189.06251,66.82161,0.122,6.36,7.84,20.3,25.4,16,10,
112.4827,41.70795,0.205,5.51,6.75,36.4,45,22,22,
212.74124,63.24266,0.251,0.25849,5.07,6.18,20.5,25.5,17,13
156.76598,38.33697,0.132,0.12304,5.51,6.9,18.9,23.8,15,12
140.7787,11.19852,0.257,0.24189,6,7.67,26.5,33.9,15,10
179.96981,26.44434,0.235,5.86,7.11,26.8,32.8,19,17,
223.47062,16.75899,0.284,3.67,4.8,16.8,21.4,14,10,
189.82629,50.51895,0.213,0.22848,4.38,5.62,13.2,16.5,15,10
128.71692,57.58546,0.124,4.43,5.54,19.2,23.8,17,15,
183.62162,30.14382,0.103,3.8,4.72,27,33.6,23,25,
123.60776,41.97467,0.2,0.19112,5.67,7.1,18.2,22.6,13,10
173.27984,38.95862,0.235,5.2,6.33,20.1,24.5,17,13,
236.75631,49.77272,0.284,4.76,5.77,21.4,26.5,14,13,
239.22801,50.88453,0.243,0.23706,4.61,5.63,25.2,30.9,17,15
130.41874,28.23759,0.227,0.20637,5.6,6.81,22.6,27,17,13
129.99866,-1.52482,0.275,5.12,6.35,62.8,78.3,31,39,
238.33339,18.96477,0.208,4.88,6.02,19.9,24.3,15,12,
191.16931,19.3496,0.23,5.66,7.01,23.8,29.1,14,13,
245.78296,52.35673,0.186,5.22,6.4,30.9,38.1,24,24,
223.43339,61.69709,0.275,5.8,6.81,50.7,61.3,24,25,
146.95585,10.49418,0.294,0.30743,5.37,6.68,18.9,23.3,13,11
245.03024,47.68471,0.203,0.19511,5.24,6.52,41.8,51.2,24,26
181.94948,38.00922,0.216,5.1,6.14,23.4,29.3,15,13,
358.94645,-9.752,0.194,0.19306,6.07,7.47,21.3,26.2,16,13
165.77832,27.80648,0.111,4.55,5.71,13.7,17.2,13,12,
227.44683,40.41978,0.292,0.30219,4.36,5.54,14.4,18.2,14,10
220.95133,17.69907,0.189,4.83,6.04,51.6,63,30,35,
224.46987,11.30264,0.119,4.12,5.15,27.2,34,22,22,
151.6359,47.42462,0.224,0.19188,6.02,7.33,22.6,27.9,14,11
145.64538,25.32743,0.275,5.59,6.7,23.4,28.3,15,12,
209.90579,8.09987,0.105,3.73,4.59,19.1,24,19,18,
175.03884,32.38899,0.124,4.23,5.3,34.8,43.6,25,26,
182.98453,7.12477,0.127,4.22,5.21,9.4,11.7,13,12,
194.39557,12.32222,0.219,5.15,6.3,21.5,26.7,14,11,
248.81362,47.85616,0.246,0.26133,4.9,6.09,20.1,24.9,18,14
128.39193,47.59349,0.192,0.17932,5.28,6.65,35.4,43.5,19,18
205.27891,-2.4531,0.246,0.22181,6.42,7.66,18.2,22.1,15,10
213.09089,0.07695,0.13,0.1274,4.78,6.09,14.8,19,15,13
234.04979,34.92234,0.3,0.30002,4.56,5.84,18.4,23.1,13,11
201.39294,3.53357,0.257,0.25469,5.56,6.53,18.6,22.3,12,10
130.46031,38.93667,0.124,0.12148,5.03,6.24,24.2,30.1,19,16
172.22617,25.93701,0.265,7.16,8.53,22.2,26.9,17,14,
228.39768,3.16104,0.23,0.22247,4.89,6.01,20.5,25,14,11
156.57909,49.35533,0.192,0.19544,4.99,6.23,21.8,27.3,17,16
156.41176,50.88685,0.2,0.19278,5.9,7.37,28.1,34.5,18,15
155.39641,6.38663,0.119,4.64,5.8,23.5,29,18,17,
154.1169,18.91738,0.275,4.48,5.55,21,26,13,12,
185.39316,41.13486,0.3,4.82,5.74,20.8,25.5,15,12,
151.68165,41.15248,0.24,0.23265,4.99,6.3,18.3,22.9,17,14
140.5723,65.33651,0.273,4.71,5.87,19.3,24.5,14,11,
148.18402,28.45562,0.243,5.05,6.3,36,44.4,27,27,
131.06822,60.63146,0.143,5.19,6.71,12.7,16.5,14,11,
46.66074,0.37359,0.224,0.20427,6.15,7.38,26.5,32.2,16,14
157.41053,44.60615,0.162,0.15843,5.71,7.27,19.9,25.2,15,13
142.36603,21.39946,0.281,4.81,5.96,19.8,24.1,16,12,
135.76388,45.16654,0.208,0.21031,4.56,5.9,24.5,31.5,19,16
236.24926,52.66698,0.278,0.28878,4.37,5.62,19.2,24.3,13,11
171.59934,54.85286,0.149,0.14426,4.79,6,32.1,39.5,21,21
136.2734,32.24402,0.27,0.2528,4.98,6.04,20.7,25.7,13,10
235.74867,42.64152,0.257,0.24786,5.04,5.97,18,21.5,17,11
171.91549,6.7597,0.294,0.36734,3.94,5.05,13,16.5,15,10
206.94498,47.87074,0.17,0.16948,5.22,6.5,37.4,46,26,26
179.79372,25.90344,0.146,5.55,6.86,23.8,29.6,14,13,
164.75055,22.30435,0.235,5.56,6.91,26.7,32.8,20,17,
141.5478,24.85425,0.235,5.27,6.53,25.5,31.6,19,19,
156.24968,39.94287,0.292,0.30967,3.79,4.86,16,20.7,17,14
194.83113,11.63293,0.208,4.21,5.54,11.6,15.2,13,11,
147.40129,33.47305,0.165,5.19,6.41,19.4,23.7,13,12,
150.73775,19.86467,0.162,6.04,7.52,15.4,19.2,14,10,
125.65634,23.00152,0.265,5.11,6.18,18,22.2,15,12,
139.46451,11.15856,0.189,0.18198,6.01,7.37,22.3,27.4,14,13
172.86985,38.42918,0.184,5.14,6.37,36.7,45.4,26,26,
177.75669,-3.10245,0.124,0.12919,3.41,4.45,19.7,25.1,17,14
199.35716,42.33054,0.2,0.19922,5.92,7.44,15.8,19.5,12,11
222.43332,52.4378,0.246,4.41,5.37,23.5,29,15,14,
198.64979,38.31126,0.224,6.15,7.28,17,20.3,14,11,
185.00205,34.05234,0.254,5.53,6.76,21.4,26.4,13,10,
145.34042,67.77597,0.146,6.08,7.51,20.4,25.4,12,10,
153.79033,49.46505,0.151,0.15838,4.61,5.67,15.6,19.2,19,16
350.65698,-0.40304,0.281,4.46,5.28,34.1,41.3,20,20,
184.97435,12.33427,0.289,0.24622,4.88,6.08,25.3,32,17,15
208.33147,11.47082,0.267,3.93,4.92,33.1,41.1,20,20,
199.04912,-0.98963,0.278,0.28116,4.36,5.44,21.5,27,13,11
132.39108,36.89785,0.23,0.21148,5.89,7.15,23.3,28.3,18,17
148.61359,57.91398,0.203,0.18889,5.02,6.1,37.3,45.5,23,23
241.01682,14.65574,0.232,6.06,7.35,37.8,45.7,20,18,
147.1044,22.44032,0.251,4.97,6.12,13.9,17,11,10,
179.3164,34.87899,0.2,6.69,8.19,22.2,27.2,17,14,
212.3033,51.71804,0.262,0.23519,6.5,7.63,27.6,33.1,17,12
158.69685,23.33037,0.27,5.03,6.1,26.2,32.2,16,15,
197.20607,14.29252,0.254,5.48,6.6,20,24.1,14,10,
158.13699,-1.68528,0.278,4.56,5.52,20.3,24.8,14,11,
223.09858,28.18884,0.254,4.97,6.11,25.7,30.9,17,16,
3.19824,0.78773,0.154,5.46,6.83,20.8,25.6,16,14,
181.65201,3.75294,0.259,0.26962,4.92,6.41,28.8,36.4,19,16
345.68724,0.58316,0.186,0.18112,6.1,7.47,19.8,24.3,13,11
252.27911,38.73368,0.192,0.18472,5.56,6.98,16.3,20.3,14,10
200.74576,55.54203,0.27,0.26617,5.27,6.4,19.8,24.1,15,13
182.48197,24.84797,0.267,4.9,5.89,23.3,28.6,18,15,
16.27512,-9.9523,0.167,0.16579,5.39,6.95,15.3,19.5,12,11
247.86661,34.8231,0.275,4.3,5.33,20.8,25.7,16,14,
149.99077,39.58546,0.275,0.27053,4.16,4.98,15.4,18.4,13,11
344.4319,-9.1583,0.27,0.27449,4.39,5.44,24,29.4,19,16
130.98186,62.23685,0.173,5.37,7.1,22.9,30.2,14,12,
206.60094,9.35989,0.197,4.94,6.01,21.4,26.2,18,15,
337.8223,-0.94378,0.138,0.1328,5.2,6.39,26,32.1,18,16
203.61574,33.39958,0.235,6.55,7.35,32.3,37.5,21,20,
151.59339,30.22582,0.122,4.7,5.93,21,26.3,18,14,
211.80996,65.05447,0.289,0.21099,4.8,6.14,17.5,22.1,15,13
244.55656,36.56816,0.159,5.39,6.68,28.2,34.7,17,14,
155.53399,25.29974,0.151,4.94,6.14,17.3,21.5,14,12,
238.80517,48.26017,0.157,4.69,5.93,36.4,45,21,21,
150.23361,37.48608,0.284,0.27816,6.37,7.75,55.3,68.4,29,31
133.35281,17.03973,0.108,5.26,6.46,12.9,15.9,14,10,
139.89503,-2.09412,0.213,5.6,6.89,24.2,29.8,16,15,
228.11288,5.17558,0.257,7.47,8.97,29.5,35.3,15,10,
197.80122,32.48432,0.238,4.5,5.57,13.1,16.2,15,10,
236.54817,28.40739,0.208,5.31,6.94,22.2,27.8,17,15,
229.2864,23.20932,0.23,5.32,6.51,37.5,45.6,21,19,
241.15927,27.45409,0.289,0.29447,4.01,5,45.8,57.2,27,31
164.72949,32.41059,0.203,5.3,6.69,35,44.1,20,20,
43.08236,-7.1005,0.292,3.87,4.85,29.1,35.9,19,19,
199.70129,1.63011,0.227,0.21856,5.32,6.57,28,34.3,17,15
140.44056,28.94903,0.284,6.2,7.69,16.8,21,11,10,
188.31848,65.37635,0.235,0.2272,4.83,5.95,20.6,25.4,14,13
227.32955,-0.23877,0.254,4.14,5.17,23.6,29,18,17,
211.46649,40.63315,0.3,0.27655,5.12,6.3,16.3,20,15,11
148.78184,27.03702,0.232,4.79,6.15,19.6,24.4,16,13,
151.0567,25.81833,0.205,4.83,5.63,25.5,31.3,16,15,
208.50818,0.24198,0.257,0.25134,5.39,6.63,25.3,31,15,10
354.79459,-1.22236,0.292,4.7,5.84,20.6,25.3,14,10,
247.70884,25.27109,0.265,0.27122,4.11,4.91,22.9,28.5,18,17
173.73969,26.38145,0.122,5.02,6.18,13.2,16.3,14,11,
196.17008,34.65053,0.254,6.14,7.46,25.2,30.2,14,13,
174.7626,21.29423,0.14,5.23,6.44,19.7,24.3,16,12,
156.61122,31.70015,0.235,5.84,7.19,29.2,35.8,19,18,
127.17915,55.56388,0.192,5.09,6.41,39.6,49.1,23,23,
238.96896,19.89541,0.219,5.47,6.64,22.6,27.6,19,17,
232.89255,31.97798,0.189,0.18156,5.7,7.01,17.4,21.6,15,13
146.83386,64.10774,0.292,4.27,5.18,17.9,22.3,14,12,
328.46518,-8.28543,0.238,0.21336,5.42,6.79,21.1,26.4,15,13
259.7228,30.60343,0.278,4.3,5.34,16.9,21.1,16,15,
343.18268,0.82191,0.132,0.12368,5.35,6.69,27.6,34.8,17,16
175.71315,11.0703,0.273,5.21,5.91,27.9,33.6,17,17,
25.48987,-1.1073,0.154,0.15609,5.79,7.1,18,22.2,17,13
228.62018,14.14249,0.178,4.63,5.83,18.1,22.3,18,13,
125.67782,2.94314,0.151,5.16,6.47,18.5,23,18,16,
194.71537,35.0464,0.265,4.9,6.02,25,31,16,12,
211.9684,18.52933,0.254,4.73,5.82,23.9,29.4,14,13,
160.63816,0.93323,0.108,0.1152,4.16,5.1,20.6,25.6,16,15
21.02938,-9.72197,0.113,0.10076,4.76,5.92,23.2,29.1,17,14
210.22555,23.83556,0.219,4.48,5.77,25.3,31.3,16,15,
187.2518,45.02971,0.262,4.14,5.13,15.9,19.5,17,13,
187.38296,6.01023,0.224,0.24642,5.34,6.7,16.5,20.8,13,10
240.92892,29.38197,0.105,4.76,5.78,14,17.2,14,12,
165.01557,65.58382,0.197,4.94,6.45,17.5,22.7,14,14,
225.0123,59.91661,0.232,0.23524,5.37,6.57,47.2,58.1,28,29
235.75613,34.61515,0.178,0.17686,5.64,6.84,17.1,21.1,14,12
338.62925,-9.8547,0.262,0.25468,4.86,6.15,23.6,28.6,16,12
149.83096,46.05102,0.208,7.95,9.57,20.2,24.5,12,11,
357.29431,-8.68501,0.216,0.21333,5.11,6.57,13.9,17.4,14,13
229.17324,40.39206,0.267,0.26221,5.29,6.41,25.5,31.1,14,13
247.05125,41.53537,0.162,0.16206,5.11,6.38,19.2,23.5,18,16
222.06868,13.62245,0.219,4.43,5.49,27.9,34.6,20,19,
41.6694,-7.75942,0.24,0.23692,5.07,6.4,17.9,22.5,14,12
237.48472,22.13964,0.259,5.7,6.85,29.5,36.3,15,11,
207.67889,45.08484,0.262,0.26912,4.31,5.27,16.7,20.3,17,13
218.32159,29.51165,0.221,4.65,5.7,73.6,91.9,41,56,
246.87223,29.39728,0.213,0.21734,4.64,5.68,14.6,18,14,10
194.21108,46.82091,0.227,6.77,8.31,31.3,39.3,19,16,
249.59384,32.85327,0.159,0.15889,4.59,5.81,25.9,32.3,20,18
248.02663,21.01846,0.219,5.53,6.85,15.4,18.9,13,10,
235.71567,34.9852,0.219,0.19448,5.29,6.43,19.9,24.2,16,12
131.65885,-0.42106,0.278,0.25533,5.75,6.9,18.7,23,14,12
262.22464,31.33121,0.192,5.37,6.84,55.9,69.6,33,41,
350.69043,15.47548,0.162,0.16291,5.6,7.11,18,22.5,16,11
210.90366,52.6203,0.292,3.97,4.87,28.4,35.5,22,22,
222.40599,0.84562,0.208,0.21139,5.47,6.52,26.5,32.2,15,14
168.59909,-0.55007,0.265,0.27976,5,6.41,28,34.3,18,16
121.40691,18.38925,0.251,5.34,6.82,20.3,25.4,15,11,
234.78114,18.41047,0.205,5.48,6.82,22.4,27.9,17,15,
36.27944,-7.79487,0.262,0.29058,5.33,6.71,19.5,24.1,12,11
